location_id,date,mean,upper,lower,location_name
102,2019-12-12,0,0,0,United States of America
102,2019-12-13,0,0,0,United States of America
102,2019-12-14,0,0,0,United States of America
102,2019-12-15,0,0,0,United States of America
102,2019-12-16,0,0,0,United States of America
102,2019-12-17,0,0,0,United States of America
102,2019-12-18,0,0,0,United States of America
102,2019-12-19,0,0,0,United States of America
102,2019-12-20,0,0,0,United States of America
102,2019-12-21,0,0,0,United States of America
102,2019-12-22,0,0,0,United States of America
102,2019-12-23,0,0,0,United States of America
102,2019-12-24,0,0,0,United States of America
102,2019-12-25,0,0,0,United States of America
102,2019-12-26,0,0,0,United States of America
102,2019-12-27,0,0,0,United States of America
102,2019-12-28,0,0,0,United States of America
102,2019-12-29,0,0,0,United States of America
102,2019-12-30,0,0,0,United States of America
102,2019-12-31,0,0,0,United States of America
102,2020-01-01,0,0,0,United States of America
102,2020-01-02,0,0,0,United States of America
102,2020-01-03,0,0,0,United States of America
102,2020-01-04,0,0,0,United States of America
102,2020-01-05,0,0,0,United States of America
102,2020-01-06,0,0,0,United States of America
102,2020-01-07,0,0,0,United States of America
102,2020-01-08,0,0,0,United States of America
102,2020-01-09,0,0,0,United States of America
102,2020-01-10,0,0,0,United States of America
102,2020-01-11,0,0,0,United States of America
102,2020-01-12,1.33482337085124,7.89150613142063,0,United States of America
102,2020-01-13,29.6804407480075,174.486906992334,0,United States of America
102,2020-01-14,58.5584995245676,191.57496442639,0,United States of America
102,2020-01-15,89.1580837850144,195.486685310588,0,United States of America
102,2020-01-16,118.054100891073,192.667006254143,5.94436588785118,United States of America
102,2020-01-17,143.342122827038,192.216585500106,104.138251173535,United States of America
102,2020-01-18,137.48850516221,186.80087844388,99.96722186061,United States of America
102,2020-01-19,128.908278466268,178.925828750718,91.9335257352023,United States of America
102,2020-01-20,118.387744495583,169.447876518745,82.2630654431778,United States of America
102,2020-01-21,106.611413785819,154.322240787187,72.6165964249207,United States of America
102,2020-01-22,94.6373690710273,139.089603596555,63.7691977670131,United States of America
102,2020-01-23,83.2427903108024,122.259160259016,56.1655908162893,United States of America
102,2020-01-24,73.5395493923345,106.429173892773,51.0496184649893,United States of America
102,2020-01-25,65.4802401692349,92.3585062378494,47.6785786957867,United States of America
102,2020-01-26,59.4659609622571,81.1618172421506,45.2453219154421,United States of America
